task,encoder,head,level,seed,metric,value,n_units,n_subjects
A2_ts1,dgcnn,softmax,scan,0,f1_class::Affected,0.2789317507418398,1030,1030
A2_ts1,pointnet2,softmax,scan,0,accuracy,0.7640776699029126,1030,1030
A2_ts1,pointnet2,softmax,scan,0,macro_f1,0.5192970663081578,1030,1030
A2_ts1,pointnet2,softmax,scan,0,macro_auc,0.5567631536862306,1030,1030
A2_ts1,pointnet2,softmax,scan,0,f1_class::Unaffected,0.8623229461756374,1030,1030
A2_ts1,pointnet2,softmax,scan,0,f1_class::Affected,0.1762711864406779,1030,1030
A2_ts1,pointnet2,softmax,scan,1,accuracy,0.7631067961165049,1030,1030
A2_ts1,pointnet2,softmax,scan,1,macro_f1,0.5213645262781007,1030,1030
A2_ts1,pointnet2,softmax,scan,1,macro_auc,0.5520806013113705,1030,1030
A2_ts1,pointnet2,softmax,scan,1,f1_class::Unaffected,0.8615209988649262,1030,1030
