task,encoder,head,level,seed,metric,value,n_units,n_subjects
B1_corrected,geommlp,knn11,subject,0,f1_class::Sex Chromosome,0.03571428571428571,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Trisomy,0.0,733,733
B1_corrected,geommlp,knn11,subject,0,f1_class::Uncategorized,0.18536585365853658,733,733
B1_corrected,pointnet,softmax,scan,0,accuracy,0.1233695652173913,1840,733
B1_corrected,pointnet,softmax,scan,0,macro_f1,0.10700588271520488,1840,733
B1_corrected,pointnet,softmax,scan,0,macro_auc,0.6940092588914348,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Cartilage,0.15023474178403756,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Ciliopathy,0.16216216216216217,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Cohesinopathy,0.100418410041841,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Connective Tissue,0.19487179487179487,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Control,0.2984409799554566,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::DNA Repair,0.11235955056179775,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Deletion,0.0,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Duplication,0.0,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Ectodermal,0.0718562874251497,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Growth,0.07407407407407407,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Imprinting,0.11956521739130435,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Lysozome,0.1625,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Neurocristopathy,0.05333333333333334,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Peroxisome,0.2,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Primary Palate,0.08695652173913043,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Rasopathy,0.05405405405405406,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Sex Chromosome,0.17228464419475656,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Trisomy,0.02,1840,733
B1_corrected,pointnet,softmax,scan,0,f1_class::Uncategorized,0.0,1840,733
B1_corrected,pointnet,softmax,subject,0,accuracy,0.15961800818553887,733,733
B1_corrected,pointnet,softmax,subject,0,macro_f1,0.13535073001751896,733,733
B1_corrected,pointnet,softmax,subject,0,macro_auc,0.7204116974585583,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Cartilage,0.20202020202020202,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Ciliopathy,0.2,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Cohesinopathy,0.16216216216216217,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Connective Tissue,0.23157894736842105,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Control,0.3235294117647059,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::DNA Repair,0.21052631578947367,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Deletion,0.0,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Duplication,0.0,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Ectodermal,0.11627906976744186,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Growth,0.14285714285714285,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Imprinting,0.1111111111111111,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Lysozome,0.21739130434782608,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Neurocristopathy,0.0425531914893617,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Peroxisome,0.2,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Primary Palate,0.10256410256410256,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Rasopathy,0.06666666666666667,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Sex Chromosome,0.19696969696969696,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Trisomy,0.045454545454545456,733,733
B1_corrected,pointnet,softmax,subject,0,f1_class::Uncategorized,0.0,733,733
B1_corrected,pointnet,proto,scan,0,accuracy,0.09945652173913043,1840,733
B1_corrected,pointnet,proto,scan,0,macro_f1,0.09536360368353919,1840,733
B1_corrected,pointnet,proto,scan,0,macro_auc,0.676740056349567,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Cartilage,0.15706806282722513,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Ciliopathy,0.16666666666666666,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Cohesinopathy,0.11965811965811966,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Connective Tissue,0.21052631578947367,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Control,0.10869565217391304,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::DNA Repair,0.06711409395973154,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Deletion,0.01384083044982699,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Duplication,0.0,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Ectodermal,0.12280701754385964,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Growth,0.07407407407407407,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Imprinting,0.10152284263959391,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Lysozome,0.12413793103448276,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Neurocristopathy,0.02877697841726619,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Peroxisome,0.18032786885245902,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Primary Palate,0.05555555555555555,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Rasopathy,0.09865470852017937,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Sex Chromosome,0.18248175182481752,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Trisomy,0.0,1840,733
B1_corrected,pointnet,proto,scan,0,f1_class::Uncategorized,0.0,1840,733
B1_corrected,pointnet,proto,subject,0,accuracy,0.1364256480218281,733,733
